"id","percent_dem","total_votes","name","x0001e","x0002e","x0003e","x0005e","x0006e","x0007e","x0008e","x0009e","x0010e","x0011e","x0012e","x0013e","x0014e","x0015e","x0016e","x0017e","x0018e","x0019e","x0020e","x0021e","x0022e","x0023e","x0024e","x0025e","x0026e","x0027e","x0029e","x0030e","x0031e","x0033e","x0034e","x0035e","x0036e","x0037e","x0038e","x0039e","x0040e","x0041e","x0042e","x0043e","x0044e","x0045e","x0046e","x0047e","x0048e","x0049e","x0050e","x0051e","x0052e","x0053e","x0054e","x0055e","x0056e","x0057e","x0058e","x0059e","x0060e","x0061e","x0062e","x0064e","x0065e","x0066e","x0067e","x0068e","x0069e","x0071e","x0072e","x0073e","x0074e","x0075e","x0076e","x0077e","x0078e","x0079e","x0080e","x0081e","x0082e","x0083e","x0084e","x0085e","x0086e","x0087e","x0088e","x0089e","c01_001e","c01_002e","c01_003e","c01_004e","c01_005e","c01_006e","c01_007e","c01_008e","c01_009e","c01_010e","c01_011e","c01_012e","c01_013e","c01_014e","c01_015e","c01_016e","c01_017e","c01_018e","c01_019e","c01_020e","c01_021e","c01_022e","c01_023e","c01_024e","c01_025e","c01_026e","c01_027e","income_per_cap_2016","income_per_cap_2017","income_per_cap_2018","income_per_cap_2019","income_per_cap_2020","gdp_2016","gdp_2017","gdp_2018","gdp_2019","gdp_2020","x2013_code"
1982,54.1067041067041,5698,"Clay County, South Dakota",14076,6904,7172,719,574,722,2340,2634,1800,1230,1073,482,810,1007,399,286,25.2,2373,11878,11703,8879,2189,1692,11703,5703,6000,1692,800,892,14076,13792,284,13792,12376,279,512,0,2,0,140,420,15,230,12,0,13,26,124,5,0,0,0,5,200,284,68,116,15,0,12660,354,635,435,5,278,432,286,1,6,139,13644,12188,243,508,420,5,48,232,26,206,6114,11273,5489,5784,4616,157,1054,2938,467,7087,197,241,1555,1177,451,1881,1585,6649,3466,1800,1639,1030,1230,1192,747,2365,2247,1106,1692,1571,583,"35524","34942","37305","39918","42439","526221","535557","575221","613701","610139",5
1983,23.0459939197803,10197,"Breckinridge County, Kentucky",20283,10112,10171,1156,972,1637,1407,1028,2120,2349,2644,1395,1624,2458,1169,324,42.4,4642,16189,15641,14874,4806,3951,15641,7668,7973,3951,1872,2079,20283,19828,455,19828,19345,338,26,26,0,0,0,70,0,0,70,0,0,0,0,0,0,0,0,0,49,455,263,140,0,0,19789,602,167,85,11,89,334,234,14,0,86,19949,19065,338,26,70,0,20,430,11,419,10828,15576,7616,7960,1558,191,658,585,124,14083,524,1399,5953,3088,1088,1161,870,12160,2031,2120,1920,497,2349,1988,161,5663,5016,708,3951,3236,665,"32586","33472","33624","35521","39121","364926","377036","370353","411124","418438",6
1984,27.6411353987579,28501,"Putnam County, West Virginia",56604,27892,28712,2972,3432,3810,3680,2910,6337,7379,7686,3893,4116,6174,3209,1006,42.2,12658,45501,43946,42269,13102,10389,43946,21259,22687,10389,4658,5731,56604,55388,1216,55388,54277,461,51,32,0,0,0,428,28,12,247,45,63,23,10,40,5,0,0,35,131,1216,384,322,186,0,55493,854,382,614,178,308,671,496,25,34,116,55933,53770,446,32,413,40,26,1206,177,1029,24262,43796,21213,22583,4146,460,1952,1379,355,39800,1168,1877,14592,8225,3466,6359,4113,36755,10472,6337,6117,2021,7379,7000,2668,15695,14383,4082,10389,9255,1701,"43453","44290","46373","48218","50355","2796578","2738928","3045958","3007625","2919960",3
1985,51.6644205191882,396234,"Bucks County, Pennsylvania",627668,308171,319497,30315,33987,38832,38627,35929,69686,73672,89935,52576,46838,66997,35156,15118,44,128008,516530,499660,479623,145004,117271,499660,242654,257006,117271,52408,64863,627668,606425,21243,606425,537896,24445,578,136,0,21,0,30218,14918,5459,1575,154,3146,1629,3337,161,3,0,26,132,13127,21243,5671,1727,4930,100,557371,32416,3142,36102,797,20496,34670,7816,13339,1373,12142,592998,518679,23291,408,30047,145,6002,14426,1638,12788,251373,481698,233509,248189,49682,5702,17216,16964,9800,449978,8151,17500,125978,72601,35706,113022,77020,424327,190042,69686,66577,32669,73672,69874,36580,189349,180311,81536,117271,107565,39257,"66962","68786","71827","75056","79239","34049725","35236245","36076706","36938917","35831646",2
1986,15.4045392686246,22779,"Wood County, Texas",45054,22326,22728,2127,2362,2609,2645,2542,4069,4443,5168,3393,3651,6899,3708,1438,48.3,8649,37319,36405,34482,14035,12045,36405,17863,18542,12045,5592,6453,45054,43988,1066,43988,39780,2216,420,14,0,0,0,274,96,32,0,90,13,30,13,41,41,0,0,0,1257,1066,379,180,29,0,40822,2611,616,341,41,1719,4610,3805,205,86,514,40444,36995,2175,333,274,41,43,583,24,559,21384,35117,17181,17936,3636,806,1098,1638,94,32769,1916,2788,10831,8584,2367,3992,2291,28065,6283,4069,3265,482,4443,3525,695,12212,10457,2140,12045,10818,2966,"37478","38711","39976","42156","44730","1300770","1483897","1569467","1513213","1389164",6
1989,19.3357221609702,14512,"Independence County, Arkansas",37585,18462,19123,2492,2195,2743,2621,2323,4406,4491,4626,2517,2654,3712,1868,937,39.4,9008,29607,28577,27139,7943,6517,28577,13891,14686,6517,2851,3666,37585,36083,1502,36083,33758,719,104,35,8,0,0,305,11,42,47,10,1,161,33,0,0,0,0,0,1197,1502,411,584,82,0,35215,1184,688,417,4,1592,2489,1933,19,36,501,35096,33044,677,96,287,0,34,958,122,836,16600,27880,13695,14185,3366,409,836,2008,113,25211,1159,2483,9320,5630,1954,3171,1494,21569,4665,4406,3921,669,4491,4125,1337,9797,8380,1525,6517,5143,1134,"33519","34373","34867","36060","38631","1760132","1804958","1964183","1884219","1760207",5
1990,24.6722796546947,9383,"Hancock County, Illinois",17820,8862,8958,947,920,1172,1029,869,1831,1951,2158,1335,1394,2325,1276,613,45.7,3736,14549,14084,13566,5057,4214,14084,6869,7215,4214,1853,2361,17820,17378,442,17378,17215,86,1,0,0,0,0,59,0,6,4,28,7,2,12,0,0,0,0,0,17,442,75,93,42,0,17578,240,96,105,0,245,280,177,65,8,30,17540,17051,85,1,59,0,0,344,152,192,9248,14051,6862,7189,1201,143,447,560,51,12883,200,645,4662,2883,1623,2033,837,12038,2870,1831,1771,635,1951,1885,490,4887,4617,929,4214,3765,816,"41182","41259","43279","44091","50006","517060","544796","543174","515730","546574",5
1991,35.6852163142529,22606,"Coles County, Illinois",51065,24739,26326,2313,2583,2774,4087,6444,6489,5476,5574,3618,2997,4825,2498,1387,36.6,9173,42878,41892,37952,10554,8710,41892,20058,21834,8710,3772,4938,51065,50102,963,50102,47222,2015,69,0,0,0,10,601,158,157,197,12,17,9,51,19,0,0,19,0,176,963,345,205,144,25,48111,2488,345,808,23,320,1371,1075,124,22,150,49694,46330,1980,48,534,16,0,786,15,771,23481,41366,19761,21605,9028,619,2150,5295,964,32864,978,1999,10219,7416,3682,5011,3559,29887,8570,6489,6007,2003,5476,5118,1505,12189,10955,3132,8710,7807,1930,"39221","40906","42439","44884","49333","2306089","2424638","2485119","2553278","2564388",5
1992,9.56937799043062,27588,"Blount County, Alabama",57755,28677,29078,3505,3486,4077,3675,3198,6879,7060,7630,3935,3928,6019,3106,1257,41,13372,46083,44383,42309,12702,10382,44383,21804,22579,10382,4635,5747,57755,56462,1293,56462,54271,808,55,29,0,0,0,236,65,84,28,14,45,0,0,55,28,27,0,0,1037,1293,227,654,33,0,55555,1098,796,288,83,1315,5362,4777,128,68,389,52393,50065,771,49,236,55,179,1038,107,931,24404,42978,20999,21979,4569,645,1833,1964,127,39814,2950,3888,13975,8505,5220,3540,1736,32976,5276,6879,6000,1180,7060,6022,1080,15493,12916,1898,10382,8038,1118,"32686","33922","35291","36542","38351","917804","993552","1061446","1059006","1025987",2
1993,23.7729549248748,2995,"Elliott County, Kentucky",7461,4197,3264,332,379,392,365,495,975,1121,950,539,439,846,505,123,42.4,1341,6225,6120,5952,1764,1474,6120,3536,2584,1474,708,766,7461,7450,11,7450,7161,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,6,3,0,0,7172,269,3,0,0,28,67,19,0,7,41,7394,7120,263,0,0,0,0,11,2,9,3463,6113,3529,2584,622,25,268,292,37,5498,640,696,2466,927,258,330,181,4162,511,975,790,62,1121,951,72,1928,1513,232,1474,908,145,"21136","21959","22479","23319","27154","78766","81321","83119","88179","86852",6
1994,28.5307926933754,58358,"Cache County, Utah",126336,63342,62994,10618,11207,10223,11961,18165,17554,14732,10363,4699,4901,6903,3515,1495,25.4,38226,91944,88110,79265,15025,11913,88110,43736,44374,11913,5653,6260,126336,122116,4220,122116,113687,870,473,0,9,268,0,2497,224,663,229,86,175,165,955,505,27,16,117,345,4084,4220,496,1034,1125,24,117735,1524,1813,3831,790,5222,13503,9523,629,34,3317,112833,105632,859,361,2487,505,317,2672,11,2661,42311,83427,41503,41924,23948,1646,5382,14667,2253,64162,1650,2496,12940,17555,4831,16272,8418,60016,24690,17554,16841,6499,14732,13691,6110,19963,18270,7494,11913,11214,4587,"34870","36521","38683","41127","43253","4840353","5182082","5607011","6018033","6223256",4
1995,9.23482849604222,1137,"Haakon County, South Dakota",1935,877,1058,167,127,171,129,38,184,202,180,132,170,198,95,142,43.6,557,1402,1378,1339,534,435,1378,629,749,435,139,296,1935,1916,19,1916,1829,1,86,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,18,0,0,1848,1,104,0,0,1,10,10,0,0,0,1925,1820,1,86,0,0,0,18,0,18,1035,1378,629,749,75,38,6,21,10,1303,6,74,559,316,134,201,13,1223,214,184,184,18,202,202,49,482,468,105,435,369,42,"44740","45758","49411","47567","68305","88129","103236","101285","88464","122562",6
1996,20.9395973154362,2980,"Thayer County, Nebraska",5000,2480,2520,297,319,328,222,283,432,513,574,294,451,656,369,262,46.8,1131,4007,3869,3820,1565,1287,3869,1921,1948,1287,584,703,5000,4849,151,4849,4781,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,151,20,35,35,1,4931,47,46,35,0,92,140,127,0,0,13,4860,4711,26,6,0,0,15,102,11,91,2757,3856,1910,1946,318,38,109,100,71,3551,92,165,1204,843,506,529,212,3294,741,432,415,127,513,503,146,1319,1227,255,1287,1149,213,"51664","50147","50620","52792","59847","342311","355679","366840","381795","378297",6
1997,20.2795123401725,16815,"Park County, Wyoming",29273,14426,14847,1486,1462,2065,1658,1515,3233,3383,3181,1758,2787,4040,2092,613,44.6,5999,24110,23274,22367,8443,6745,23274,11308,11966,6745,3271,3474,29273,28369,904,28369,27452,208,135,1,0,0,3,177,0,21,102,17,30,0,7,0,0,0,0,0,397,904,58,456,53,0,28312,325,664,324,83,580,1663,1202,21,12,428,27610,26532,206,52,177,0,111,532,0,532,14569,22947,11219,11728,2187,333,824,899,131,21087,273,599,5330,4508,3025,4605,2747,20215,7352,3233,3112,1168,3383,3170,1225,7726,7599,2733,6745,6334,2226,"48577","52356","56947","60645","62495","1460554","1489291","1512373","1529803","1448787",6
1999,23.7414865265028,13508,"Jackson County, West Virginia",28793,14359,14434,1529,1889,1749,1683,1434,3252,3330,3859,2311,1943,3221,1853,740,43.5,6258,23362,22535,21677,6827,5814,22535,11069,11466,5814,2634,3180,28793,28300,493,28300,27976,89,147,136,0,0,0,88,9,13,36,3,10,0,17,0,0,0,0,0,0,493,234,11,34,0,28469,323,158,122,0,214,271,138,0,0,133,28522,27838,89,147,88,0,0,360,81,279,13397,22482,11037,11445,2026,351,792,724,159,20509,1013,1303,8954,3331,2213,2048,1647,18193,3695,3252,3040,809,3330,3219,1088,8113,7179,1172,5814,4755,626,"34817","36261","39170","40190","42681","789953","833963","1556987","1031780","906863",6
2000,50.6387114690364,7202,"Lake County, Minnesota",10571,5481,5090,479,625,435,489,495,989,1158,1241,955,953,1504,866,382,50.5,1858,8887,8713,8490,3394,2752,8713,4497,4216,2752,1360,1392,10571,10388,183,10388,10239,65,56,0,23,0,0,14,0,0,3,0,0,11,0,0,0,0,0,0,14,183,19,68,3,0,10348,164,130,91,8,21,156,144,0,4,8,10415,10085,65,56,14,0,12,183,5,178,7890,8684,4479,4205,665,105,303,243,14,8048,128,308,2435,1804,1120,1504,749,7612,2253,989,968,244,1158,1101,371,3149,2989,875,2752,2554,763,"42906","44854","47640","47886","50311","510833","562727","619291","632095","579050",6
2001,28.6561156344342,54655,"Bossier Parish, Louisiana",126952,62615,64337,8699,8368,9290,8067,8402,19171,17095,14574,7810,7536,10391,5191,2358,35.5,31484,99125,95468,90744,22105,17940,95468,46649,48819,17940,7878,10062,126952,124385,2567,124385,89788,29572,709,24,18,54,0,2527,340,169,549,255,392,506,316,213,170,43,0,0,1576,2567,510,522,516,2,92132,30179,1248,3244,261,2471,8466,5302,668,216,2280,118486,84199,29377,538,2443,108,216,1605,114,1491,57540,93452,45675,47777,11342,1449,4069,4879,945,84126,2524,5832,23476,23252,7652,13727,7663,75770,21390,19171,17535,5423,17095,15072,5566,29920,27321,7393,17940,15842,3008,"41805","41844","43866","45177","48685","4864675","5182290","5579038","5534957","5189904",3
2002,36.7747972551466,3206,"Moody County, South Dakota",6508,3338,3170,450,478,468,368,315,734,673,776,535,465,705,407,134,40.7,1650,4993,4858,4659,1539,1246,4858,2459,2399,1246,613,633,6508,6036,472,6036,5150,47,683,0,10,8,579,141,0,0,91,0,0,50,0,0,0,0,0,0,15,472,59,254,5,0,5618,106,1020,205,27,103,291,226,31,0,34,6217,4952,47,649,141,0,0,428,52,376,2895,4805,2438,2367,429,56,184,114,75,4429,153,189,1386,1068,513,829,291,4087,1120,734,691,213,673,593,229,1776,1654,341,1246,1149,337,"48884","46927","50965","52556","61461","310969","287197","312181","307340","349074",6
2003,20.6223628691983,3792,"Anderson County, Kansas",7877,3897,3980,568,494,600,489,460,734,884,896,519,572,861,631,169,39.7,2028,6050,5849,5493,1903,1661,5849,2853,2996,1661,772,889,7877,7692,185,7692,7587,46,56,0,0,0,25,3,0,0,3,0,0,0,0,0,0,0,0,0,0,185,38,115,0,0,7772,84,171,3,0,32,172,49,78,0,45,7705,7415,46,56,3,0,0,185,32,153,3751,5816,2853,2963,583,99,131,339,14,5266,268,287,2133,1257,339,551,431,4711,982,734,665,182,884,819,181,1987,1750,407,1661,1477,212,"40014","37609","38564","39916","45567","276891","245674","247015","280456","314784",6
2006,23.6531259003169,3471,"Bottineau County, North Dakota",6418,3338,3080,343,356,458,390,405,616,665,677,503,505,859,454,187,44.3,1377,5225,5041,4798,1798,1500,5041,2600,2441,1500,719,781,6418,6296,122,6296,5948,41,256,2,161,0,20,17,0,0,17,0,0,0,0,0,0,0,0,0,34,122,12,81,0,5,6065,58,349,24,0,51,155,115,12,0,28,6263,5839,38,256,17,0,8,105,0,105,4461,4957,2561,2396,575,37,147,288,103,4466,92,179,1265,1153,658,911,208,4195,1119,616,601,142,665,632,317,1685,1635,349,1500,1327,311,"52154","53255","61474","60713","68775","329324","377518","526546","425714","411259",6
2008,31.1588641596316,16939,"Teller County, Colorado",24981,12557,12424,820,1334,1340,1182,1066,2499,2503,3541,2361,2888,3971,1083,393,50.2,4294,21128,20687,20193,6984,5447,20687,10417,10270,5447,2745,2702,24981,23583,1398,23583,23053,163,216,0,0,0,0,49,0,15,15,0,0,19,0,10,10,0,0,0,92,1398,169,610,58,0,24434,348,859,107,34,613,1750,899,58,20,773,23231,21537,163,130,49,10,0,1342,499,843,13270,20441,10318,10123,1448,207,453,635,153,19239,182,450,4709,4729,2341,3947,2881,18607,6828,2499,2498,932,2503,2395,769,8790,8427,2910,5447,5287,2217,"47740","49006","50311","54000","57928","876201","975921","973310","1035493","1041676",3
2009,29.1859122401848,6928,"Menard County, Illinois",12261,5989,6272,678,872,699,731,614,1256,1488,1590,987,953,1386,664,343,43.4,2742,9862,9519,9231,2946,2393,9519,4619,4900,2393,1074,1319,12261,12026,235,12026,11877,78,16,0,0,0,0,48,0,11,20,17,0,0,0,0,0,0,0,0,7,235,80,73,45,0,12112,195,126,93,0,7,191,102,16,20,53,12070,11702,78,16,48,0,7,219,0,219,5737,9473,4614,4859,852,64,343,354,91,8667,89,323,3022,2177,1040,1245,771,8255,2016,1256,1203,463,1488,1423,354,3530,3413,631,2393,2216,568,"41677","43330","45033","46275","50478","227469","233245","245146","237439","252762",4
2011,26.4197530864197,2835,"Miller County, Georgia",5725,2764,2961,356,221,502,342,316,671,673,643,409,333,643,400,216,42.8,1320,4575,4405,4280,1488,1259,4405,2063,2342,1259,546,713,5725,5701,24,5701,3878,1777,12,4,0,0,0,6,0,0,6,0,0,0,0,28,0,0,0,28,0,24,0,13,0,2,3900,1788,36,6,28,0,31,9,22,0,0,5694,3869,1764,12,6,28,0,15,0,15,2759,4386,2057,2329,417,46,171,170,30,3988,129,455,1171,969,521,445,298,3404,743,671,593,81,673,640,91,1385,1186,384,1259,985,187,"35730","38016","41597","43901","46907","185593","181559","203251","216488","247801",6
2012,25.7493960091866,33527,"Adams County, Illinois",65670,32241,33429,4092,4313,4100,3795,3508,8187,7412,7829,4970,4182,6960,4345,1977,41.4,14877,52605,50793,48710,15512,13282,50793,24546,26247,13282,5900,7382,65670,64245,1425,64245,60722,2698,120,34,0,0,0,483,68,195,123,1,70,9,17,9,3,6,0,0,213,1425,677,119,270,12,62044,3530,255,813,49,482,1079,598,149,2,330,64591,59988,2641,112,483,9,78,1280,142,1138,30226,50582,24446,26136,4931,457,2062,1954,458,45862,894,2687,15776,10804,4140,7537,4024,42281,11561,8187,7807,2543,7412,6895,2287,16981,15719,4257,13282,11860,2474,"42928","43937","46065","47040","51072","3659979","3441622","3596629","3637993","3534116",5
2013,23.4653465346535,2020,"Cavalier County, North Dakota",3769,1968,1801,234,140,273,166,254,329,332,393,354,251,522,320,201,49.5,771,3047,2998,2919,1174,1043,2998,1525,1473,1043,494,549,3769,3718,51,3718,3535,2,53,0,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,128,51,3,46,2,0,3586,5,99,2,0,128,91,12,72,0,7,3678,3534,2,53,0,0,38,51,0,51,2353,2977,1515,1462,296,13,154,71,58,2702,100,81,722,812,372,498,117,2521,615,329,314,86,332,329,157,998,971,198,1043,907,174,"72138","57730","75916","63525","90480","508510","342729","552377","327552","365573",6
2014,17.9306290417402,3402,"Webster County, West Virginia",8289,4077,4212,407,439,511,433,503,716,886,1130,586,743,1189,487,259,47.4,1658,6826,6631,6424,2391,1935,6631,3287,3344,1935,919,1016,8289,8161,128,8161,8156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,128,0,11,0,0,8284,0,11,0,0,122,5,0,5,0,0,8284,8156,0,0,0,0,0,128,117,11,5445,6631,3287,3344,635,140,181,308,6,5996,673,742,2764,948,242,364,263,4581,627,716,679,92,886,684,129,2459,2007,278,1935,1211,128,"26055","27050","27544","29405","32667","156275","152462","161805","166435","159532",6
2015,34.1022909634221,144568,"Lexington County, South Carolina",295033,143590,151443,17204,19033,20071,18006,16291,39725,38290,39961,19445,20134,28693,13326,4854,39.1,68278,234485,226755,216883,59017,46873,226755,108832,117923,46873,20845,26028,295033,285944,9089,285944,229717,43575,1050,130,5,12,175,5930,2477,1151,322,137,521,462,860,202,202,0,0,0,5470,9089,3696,1358,1174,89,238344,47857,2763,7467,402,7626,18031,10437,3030,721,3843,277002,219154,43220,906,5875,202,391,7254,576,6678,126241,218546,104371,114175,22327,3222,7895,8677,2533,204428,6892,13853,56717,44103,19983,40319,22561,183683,62880,39725,35689,12322,38290,34080,13314,79540,72715,24290,46873,41199,12954,"45267","47040","47695","49874","51900","12007447","12391827","12994996","13693662","13900905",3
2016,40.3428677909252,10733,"Scott County, Mississippi",28288,14194,14094,2017,1749,2551,1942,1600,3516,3611,3318,1644,1849,2534,1541,416,36.7,7600,21600,20688,19678,5680,4491,20688,9992,10696,4491,2042,2449,28288,27854,434,27854,15822,10714,47,0,0,0,0,73,0,0,0,0,0,23,50,0,0,0,0,0,1198,434,292,8,57,0,16256,11006,56,131,0,1274,3191,1557,322,96,1216,25097,13944,10665,47,73,0,11,357,0,357,11760,19590,9238,10352,2259,405,910,921,23,18429,1690,2453,6352,4451,1409,1263,811,14286,2074,3516,2672,412,3611,2719,369,6811,5797,743,4491,3098,550,"28908","31039","31454","31765","32961","1053006","1166217","1135371","1169724","1149001",6
2018,56.357167057614,770351,"Oakland County, Michigan",1255340,615033,640307,67888,68943,77253,76537,74263,166164,156724,176655,93697,85826,125004,57369,29017,41,263007,1024743,992333,951245,261896,211390,992333,480724,511609,211390,92633,118757,1255340,1206872,48468,1206872,926699,166988,2863,332,869,28,35,96751,47733,16932,5956,6095,8163,2673,9199,313,206,55,23,29,13258,48468,12851,4823,10492,2052,969644,186870,12158,110353,1330,26809,53779,31991,6974,872,13942,1201561,892678,165699,2397,96447,249,5668,38423,5416,33007,542094,925234,444115,481119,101877,10238,29602,42805,19232,890456,17063,33237,163572,176396,73102,242679,184407,840156,427086,166164,159699,90964,156724,148960,88042,356178,338955,169691,211390,192542,78389,"66126","68447","70762","72614","77030","100029400","102512119","106756989","109703640","107324825",2
2019,18.1138933764136,4952,"Johnson County, Wyoming",8518,4490,4028,396,487,537,351,536,743,1009,989,544,746,1348,663,169,46.4,1687,6982,6831,6674,2783,2180,6831,3611,3220,2180,1160,1020,8518,8420,98,8420,8155,49,87,20,0,0,3,129,129,0,0,0,0,0,0,0,0,0,0,0,0,98,25,18,10,0,8238,89,105,139,29,16,412,100,252,0,60,8106,7773,49,87,129,0,0,68,15,53,4645,6764,3610,3154,620,15,471,134,0,6211,7,298,1554,1769,526,1285,772,5906,2057,743,730,109,1009,998,421,2279,2255,768,2180,1923,759,"47994","49681","54355","56585","58260","369428","383480","398387","390308","379584",6
2020,16.4057022668848,17116,"Pickens County, Georgia",32002,15841,16161,1549,1690,1960,1862,1538,3585,3484,4369,2733,2264,4408,2118,442,46.1,6385,26572,25617,24709,8212,6968,25617,12479,13138,6968,3249,3719,32002,28872,3130,28872,27983,525,265,143,0,0,0,92,0,0,35,0,0,12,45,0,0,0,0,0,7,3130,203,2341,203,0,31091,750,2628,319,24,344,1002,425,127,17,433,31000,27431,523,244,92,0,0,2710,65,2645,14095,25209,12304,12905,2214,466,774,907,67,23403,824,2095,7787,5212,2179,3411,1895,20484,5306,3585,3063,433,3484,3009,540,9366,8314,2026,6968,6098,2307,"44819","46360","47383","49335","51623","954744","1010778","1052743","1081695","1063880",2
2021,64.8715427350641,200339,"Santa Barbara County, California",444895,222524,222371,27710,27384,27915,37812,47969,59742,50530,47721,25513,24579,37416,20110,10494,33.8,99039,356699,345856,312747,82145,68020,345856,172202,173654,68020,30646,37374,444895,401609,43286,401609,319547,8474,4941,172,19,30,42,24678,2110,7242,6936,1939,1982,2037,2432,528,273,94,15,146,43441,43286,2598,3903,6105,153,360282,12867,10684,33395,2383,71222,203207,183845,1916,667,16779,241688,195329,7910,1596,23789,349,1041,11674,692,10982,159317,283927,140278,143649,69751,5883,14615,42418,6835,276105,32394,17752,46722,59648,23042,57549,38998,225959,96547,59742,50832,21178,50530,38009,15956,97813,77895,31756,68020,59223,27657,"55983","57835","60455","63586","69457","26216695","27441842","29112339","29778013","30305644",3
2022,24.1842610364683,4168,"Irwin County, Georgia",9379,5055,4324,399,582,589,847,499,1190,1276,1153,507,536,1022,609,170,39.7,1995,7768,7384,6897,2003,1801,7384,3951,3433,1801,851,950,9379,9362,17,9362,6564,2707,34,0,0,0,0,39,0,29,0,0,0,0,10,0,0,0,0,0,18,17,0,0,0,0,6581,2707,34,39,0,35,385,251,2,0,132,8994,6231,2674,34,39,0,16,0,0,0,4086,7335,3902,3433,921,175,502,235,9,6463,240,975,2364,1258,517,567,542,5248,1109,1190,974,48,1276,1006,319,2196,1846,391,1801,1422,351,"29520","31340","32248","34392","37925","171861","190196","198617","217559","231114",6
2023,15.2040710354139,9629,"Cassia County, Idaho",23847,12181,11666,1896,2038,2308,1931,1362,2952,3028,2379,1215,1434,1895,1038,371,33.3,7570,17186,16277,15390,4050,3304,16277,8244,8033,3304,1501,1803,23847,22774,1073,22774,21274,50,240,46,0,147,4,171,0,0,28,1,0,126,16,20,0,0,0,20,1019,1073,3,196,43,0,22347,53,477,255,20,1809,6519,5893,24,14,588,17328,16352,50,211,171,7,60,477,236,241,8838,14841,7340,7501,1965,304,943,626,92,14312,886,1271,4104,3818,1453,2046,734,12155,2780,2952,2500,616,3028,2530,678,5028,4281,989,3304,2844,497,"43519","41540","42374","45152","48220","1411848","1390796","1514430","1495203","1471580",5
2024,39.8480757790692,21853,"Thomas County, Georgia",44545,21273,23272,2787,2948,3021,2628,2689,5527,5131,5635,2990,3162,4687,2508,832,39.5,10592,35026,33953,32705,9835,8027,33953,15660,18293,8027,3364,4663,44545,43744,801,43744,26658,16419,67,40,0,0,0,120,43,5,38,0,17,15,2,25,0,0,25,0,455,801,192,306,44,37,27411,16785,552,313,158,528,1669,1119,102,70,378,42876,25639,16396,67,104,25,23,622,3,619,20782,33306,15349,17957,3481,641,1219,1243,378,30472,1264,2979,9447,6376,3056,4301,3049,26229,7350,5527,4903,1556,5131,4397,1315,11787,10233,2899,8027,6696,1580,"39655","41560","43573","44358","48175","2067221","2093412","2184201","2250004","2280752",5
2025,55.818317469648,309617,"Anne Arundel County, Maryland",575421,284682,290739,35229,35279,36926,33945,36637,81478,76572,78049,41280,34992,50871,24228,9935,38.5,128406,460145,447015,427409,105995,85034,447015,219386,227629,85034,37847,47187,575421,544914,30507,544914,408297,96112,1218,135,15,64,114,22098,4528,3775,5753,580,3118,1510,2834,244,34,103,35,72,16945,30507,9896,2725,6417,895,435670,110942,6739,31438,1532,23113,46230,11655,7291,1304,25980,529191,385867,94409,788,21836,239,1667,24385,2006,22379,226330,427898,210712,217186,49610,4598,17738,20629,6645,397405,8332,18665,90238,79185,30097,98301,72587,370408,170888,81478,76786,35638,76572,71982,38572,154321,145033,66663,85034,76607,30015,"62369","64040","65835","68225","72003","48540451","50033476","51450834","52973445","51392915",2
2026,71.4987988931572,295977,"Ramsey County, Minnesota",546598,266663,279935,37723,35786,34198,34714,38239,91133,68223,61003,34967,31621,46106,21157,11728,35.2,127318,432470,419280,396640,97711,78991,419280,201590,217690,78991,33938,45053,546598,515979,30619,515979,352812,63910,3744,17,1417,47,289,80976,4413,5315,1590,919,2401,3572,62766,160,67,55,15,23,14377,30619,10945,3511,6098,624,381063,79317,10655,88876,759,20034,41189,27574,1879,931,10805,505409,332580,62897,2551,80543,141,2648,24049,1426,22623,221092,388292,184789,203503,53342,5636,14678,24084,8944,365938,18407,14592,77055,66835,31697,95272,62080,332939,157352,91133,84444,42467,68223,61335,31098,127591,115066,53296,78991,72094,30491,"50541","51560","53396","54587","58217","40886327","41463564","42962096","44337771","42984802",1
2028,26.9777858483143,33042,"Columbia County, Florida",70898,36654,34244,4218,4234,4360,4399,4586,8659,8624,8680,4689,5111,7773,4178,1387,40.6,15349,57262,55549,52716,16462,13338,55549,29012,26537,13338,6256,7082,70898,68243,2655,68243,53581,12935,147,44,0,0,0,682,127,13,338,0,45,146,13,15,15,0,0,0,883,2655,438,610,120,42,55819,13859,890,915,27,2220,4553,937,1785,916,915,66345,50813,12671,104,680,0,242,1835,560,1275,29155,54442,28401,26041,6448,1954,2447,1961,86,49101,2022,5351,17888,12138,4386,5106,2210,41728,7316,8659,7101,1169,8624,7519,1436,18480,15908,2694,13338,11200,2017,"33092","34588","35927","37206","39839","2041330","2180933","2361451","2408259","2404446",5
